clinvar,mane,mane_aa,alphafold
900,NM_000181.4,NP_000172.2,AF-P08236-F1
901,NM_000181.4,NP_000172.2,AF-P08236-F1
902,NM_000181.4,NP_000172.2,AF-P08236-F1
904,NM_000181.4,NP_000172.2,AF-P08236-F1
905,NM_000181.4,NP_000172.2,AF-P08236-F1
906,NM_000181.4,NP_000172.2,AF-P08236-F1
907,NM_000181.4,NP_000172.2,AF-P08236-F1
908,NM_000181.4,NP_000172.2,AF-P08236-F1
909,NM_173483.4,NP_775754.2,AF-Q6NT55-F1
910,NM_173483.4,NP_775754.2,AF-Q6NT55-F1
911,NM_173483.4,NP_775754.2,AF-Q6NT55-F1
914,NM_000067.3,NP_000058.1,AF-P00918-F1
915,NM_000067.3,NP_000058.1,AF-P00918-F1
916,NM_000067.3,NP_000058.1,AF-P00918-F1
917,NM_000067.3,NP_000058.1,AF-P00918-F1
919,NM_000067.3,NP_000058.1,AF-P00918-F1
922,NM_014798.3,NP_055613.1,AF-Q9Y4G2-F1
949,NM_203447.4,NP_982272.2,AF-Q8NF50-F1
953,NM_000275.3,NP_000266.2,AF-Q04671-F1
956,NM_000275.3,NP_000266.2,AF-Q04671-F1
958,NM_000275.3,NP_000266.2,AF-Q04671-F1
961,NM_000275.3,NP_000266.2,AF-Q04671-F1
965,NM_000275.3,NP_000266.2,AF-Q04671-F1
968,NM_001122769.3,NP_001116241.1,AF-A0A384MDJ7-F1
972,NM_001113378.2,NP_001106849.1,AF-Q9NVI1-F1
973,NM_001113378.2,NP_001106849.1,AF-Q9NVI1-F1
981,NM_024782.3,NP_079058.1,AF-Q9H9Q4-F1
982,NM_024782.3,NP_079058.1,AF-Q9H9Q4-F1
983,NM_024782.3,NP_079058.1,AF-Q9H9Q4-F1
989,NM_020800.3,NP_065851.1,AF-Q9P2H3-F1
991,NM_020800.3,NP_065851.1,AF-Q9P2H3-F1
995,NM_000380.4,NP_000371.1,AF-P23025-F1
996,NM_000380.4,NP_000371.1,AF-P23025-F1
997,NM_000380.4,NP_000371.1,AF-P23025-F1
998,NM_000380.4,NP_000371.1,AF-P23025-F1
1002,NM_001371596.2,NP_001358525.1,AF-Q8NHS3-F1
1003,NM_001371596.2,NP_001358525.1,AF-Q8NHS3-F1
1005,NM_001371596.2,NP_001358525.1,AF-Q8NHS3-F1
1006,NM_001371596.2,NP_001358525.1,AF-Q8NHS3-F1
1008,NM_001031710.3,NP_001026880.2,AF-Q8IXQ5-F1
1009,NM_001031710.3,NP_001026880.2,AF-Q8IXQ5-F1
1010,NM_001031710.3,NP_001026880.2,AF-Q8IXQ5-F1
1011,NM_001370298.3,NP_001357227.2,AF-F8VWL3-F1
1014,NM_001370298.3,NP_001357227.2,AF-F8VWL3-F1
1016,NM_001370298.3,NP_001357227.2,AF-F8VWL3-F1
1023,NM_020223.4,NP_064608.2,AF-Q8IXL6-F1
1024,NM_020223.4,NP_064608.2,AF-Q8IXL6-F1
1025,NM_020223.4,NP_064608.2,AF-Q8IXL6-F1
1026,NM_020223.4,NP_064608.2,AF-Q8IXL6-F1
1027,NM_020223.4,NP_064608.2,AF-Q8IXL6-F1
1028,NM_020223.4,NP_064608.2,AF-Q8IXL6-F1
1029,NM_020223.4,NP_064608.2,AF-Q8IXL6-F1
1030,NM_020223.4,NP_064608.2,AF-Q8IXL6-F1
1032,NM_015559.3,NP_056374.2,AF-Q9Y6X0-F1
1033,NM_015559.3,NP_056374.2,AF-Q9Y6X0-F1
1034,NM_015559.3,NP_056374.2,AF-Q9Y6X0-F1
1035,NM_015559.3,NP_056374.2,AF-Q9Y6X0-F1
1037,NM_138387.4,NP_612396.1,AF-Q9BUM1-F1
1038,NM_138387.4,NP_612396.1,AF-Q9BUM1-F1
1039,NM_138387.4,NP_612396.1,AF-Q9BUM1-F1
1040,NM_138387.4,NP_612396.1,AF-Q9BUM1-F1
1042,NM_138387.4,NP_612396.1,AF-Q9BUM1-F1
1043,NM_024306.5,NP_077282.3,AF-Q7L5A8-F1
1044,NM_024306.5,NP_077282.3,AF-Q7L5A8-F1
1046,NM_015311.3,NP_056126.1,AF-O75147-F1
1049,NM_015311.3,NP_056126.1,AF-O75147-F1
1050,NM_022489.4,NP_071934.3,AF-Q27J81-F1
1051,NM_022489.4,NP_071934.3,AF-Q27J81-F1
1052,NM_022489.4,NP_071934.3,AF-Q27J81-F1
1053,NM_022489.4,NP_071934.3,AF-Q27J81-F1
1054,NM_022489.4,NP_071934.3,AF-Q27J81-F1
1055,NM_001080432.3,NP_001073901.1,AF-Q9C0B1-F1
1056,NM_001040436.3,NP_001035526.1,AF-Q9Y2Z4-F1
1058,NM_018122.5,NP_060592.2,AF-Q6PI48-F1
1059,NM_018122.5,NP_060592.2,AF-Q6PI48-F1
1060,NM_018122.5,NP_060592.2,AF-Q6PI48-F1
1061,NM_018122.5,NP_060592.2,AF-Q6PI48-F1
1062,NM_018122.5,NP_060592.2,AF-Q6PI48-F1
1063,NM_018122.5,NP_060592.2,AF-Q6PI48-F1
1064,NM_018122.5,NP_060592.2,AF-Q6PI48-F1
1065,NM_018122.5,NP_060592.2,AF-Q6PI48-F1
1066,NM_018122.5,NP_060592.2,AF-Q6PI48-F1
1067,NM_018122.5,NP_060592.2,AF-Q6PI48-F1
1069,NM_015272.5,NP_056087.2,AF-Q68CZ1-F1
1070,NM_015272.5,NP_056087.2,AF-Q68CZ1-F1
1071,NM_015272.5,NP_056087.2,AF-Q68CZ1-F1
1072,NM_015272.5,NP_056087.2,AF-Q68CZ1-F1
1073,NM_015272.5,NP_056087.2,AF-Q68CZ1-F1
1076,NM_015272.5,NP_056087.2,AF-Q68CZ1-F1
1079,NM_015272.5,NP_056087.2,AF-Q68CZ1-F1
1080,NM_015272.5,NP_056087.2,AF-Q68CZ1-F1
1082,NM_058179.4,NP_478059.1,AF-A0A024R222-F1
1085,NM_176812.5,NP_789782.1,AF-Q9H444-F1
1086,NM_176812.5,NP_789782.1,AF-Q9H444-F1
1087,NM_017791.3,NP_060261.2,AF-Q9UPI3-F1
1089,NM_017791.3,NP_060261.2,AF-Q9UPI3-F1
1090,NM_017791.3,NP_060261.2,AF-Q9UPI3-F1
1092,NM_017791.3,NP_060261.2,AF-Q9UPI3-F1
1093,NM_017791.3,NP_060261.2,AF-Q9UPI3-F1
1095,NM_000642.3,NP_000633.2,AF-P35573-F1
1096,NM_000642.3,NP_000633.2,AF-P35573-F1
1099,NM_000642.3,NP_000633.2,AF-P35573-F1
1100,NM_000642.3,NP_000633.2,AF-P35573-F1
1102,NM_000642.3,NP_000633.2,AF-P35573-F1
1106,NM_000642.3,NP_000633.2,AF-P35573-F1
1107,NM_000642.3,NP_000633.2,AF-P35573-F1
1108,NM_000642.3,NP_000633.2,AF-P35573-F1
1109,NM_025137.4,NP_079413.3,AF-Q96JI7-F1
1111,NM_025137.4,NP_079413.3,AF-Q96JI7-F1
1114,NM_025137.4,NP_079413.3,AF-Q96JI7-F1
1115,NM_025137.4,NP_079413.3,AF-Q96JI7-F1
1116,NM_025137.4,NP_079413.3,AF-Q96JI7-F1
1118,NM_017875.4,NP_060345.2,AF-Q96DW6-F1
1120,NM_017875.4,NP_060345.2,AF-Q96DW6-F1
1121,NM_017875.4,NP_060345.2,AF-Q96DW6-F1
1122,NM_017875.4,NP_060345.2,AF-Q96DW6-F1
1124,NM_015139.3,NP_055954.1,AF-Q9NTN3-F1
1125,NM_015139.3,NP_055954.1,AF-Q9NTN3-F1
1126,NM_015139.3,NP_055954.1,AF-Q9NTN3-F1
1127,NM_015139.3,NP_055954.1,AF-Q9NTN3-F1
1129,NM_015139.3,NP_055954.1,AF-Q9NTN3-F1
1131,NM_014908.4,NP_055723.1,AF-A0A0S2Z597-F1
1132,NM_014908.4,NP_055723.1,AF-A0A0S2Z597-F1
1133,NM_022369.4,NP_071764.3,AF-Q9BX79-F1
1136,NM_022369.4,NP_071764.3,AF-Q9BX79-F1
1137,NM_022369.4,NP_071764.3,AF-Q9BX79-F1
1138,NM_022369.4,NP_071764.3,AF-Q9BX79-F1
1142,NM_022369.4,NP_071764.3,AF-Q9BX79-F1
1143,NM_031307.4,NP_112597.4,AF-Q9BZE2-F1
1144,NM_014362.4,NP_055177.2,AF-A0A140VJL0-F1
1146,NM_014362.4,NP_055177.2,AF-A0A140VJL0-F1
1147,NM_152618.3,NP_689831.2,AF-Q6ZW61-F1
1152,NM_000289.6,NP_000280.1,AF-A0A024R0Y5-F1
1153,NM_000289.6,NP_000280.1,AF-A0A024R0Y5-F1
1154,NM_000289.6,NP_000280.1,AF-A0A024R0Y5-F1
1155,NM_000289.6,NP_000280.1,AF-A0A024R0Y5-F1
1157,NM_000289.6,NP_000280.1,AF-A0A024R0Y5-F1
1158,NM_000289.6,NP_000280.1,AF-A0A024R0Y5-F1
1159,NM_000289.6,NP_000280.1,AF-A0A024R0Y5-F1
1161,NM_014846.4,NP_055661.3,AF-Q12768-F1
1162,NM_014846.4,NP_055661.3,AF-Q12768-F1
1163,NM_014846.4,NP_055661.3,AF-Q12768-F1
1164,NM_000505.4,NP_000496.2,AF-P00748-F1
1165,NM_000505.4,NP_000496.2,AF-P00748-F1
1169,NM_000505.4,NP_000496.2,AF-P00748-F1
1170,NM_000505.4,NP_000496.2,AF-P00748-F1
1171,NM_000497.4,NP_000488.3,AF-P15538-F1
1173,NM_000497.4,NP_000488.3,AF-P15538-F1
1174,NM_000497.4,NP_000488.3,AF-P15538-F1
1176,NM_000497.4,NP_000488.3,AF-P15538-F1
1177,NM_000497.4,NP_000488.3,AF-P15538-F1
1178,NM_000497.4,NP_000488.3,AF-P15538-F1
1179,NM_000497.4,NP_000488.3,AF-P15538-F1
1181,NM_000497.4,NP_000488.3,AF-P15538-F1
1183,NM_000497.4,NP_000488.3,AF-P15538-F1
1185,NM_000497.4,NP_000488.3,AF-P15538-F1
1186,NM_000497.4,NP_000488.3,AF-P15538-F1
1187,NM_000497.4,NP_000488.3,AF-P15538-F1
1190,NM_001029871.4,NP_001025042.2,AF-Q2I0M5-F1
1191,NM_001029871.4,NP_001025042.2,AF-Q2I0M5-F1
1192,NM_001029871.4,NP_001025042.2,AF-Q2I0M5-F1
1193,NM_001029871.4,NP_001025042.2,AF-Q2I0M5-F1
1195,NM_001038603.3,NP_001033692.2,AF-Q8N4S9-F1
1198,NM_001038603.3,NP_001033692.2,AF-Q8N4S9-F1
1200,NM_020381.4,NP_065114.3,AF-Q86YH6-F1
1201,NM_020381.4,NP_065114.3,AF-Q86YH6-F1
1202,NM_000429.3,NP_000420.1,AF-Q00266-F1
1204,NM_000429.3,NP_000420.1,AF-Q00266-F1
1205,NM_000429.3,NP_000420.1,AF-Q00266-F1
1208,NM_000429.3,NP_000420.1,AF-Q00266-F1
1210,NM_000429.3,NP_000420.1,AF-Q00266-F1
1211,NM_000429.3,NP_000420.1,AF-Q00266-F1
1214,NM_032581.4,NP_115970.2,AF-Q9BYI3-F1
1215,NM_032581.4,NP_115970.2,AF-Q9BYI3-F1
1216,NM_032581.4,NP_115970.2,AF-Q9BYI3-F1
1219,NM_022089.4,NP_071372.1,AF-Q9NQ11-F1
1222,NM_006363.6,NP_006354.2,AF-Q15437-F1
1223,NM_006363.6,NP_006354.2,AF-Q15437-F1
1224,NM_006363.6,NP_006354.2,AF-Q15437-F1
1225,NM_006363.6,NP_006354.2,AF-Q15437-F1
1226,NM_006363.6,NP_006354.2,AF-Q15437-F1
1227,NM_006363.6,NP_006354.2,AF-Q15437-F1
1228,NM_006364.4,NP_006355.2,AF-Q15436-F1
1229,NM_017654.4,NP_060124.2,AF-Q5K651-F1
1239,NM_014017.4,NP_054736.1,AF-Q9Y2Q5-F1
1241,NM_001319074.4,NP_001306003.2,AF-Q96IS3-F1
1243,NM_024675.4,NP_078951.2,AF-Q86YC2-F1
1245,NM_024675.4,NP_078951.2,AF-Q86YC2-F1
1246,NM_024675.4,NP_078951.2,AF-Q86YC2-F1
1253,NM_022356.4,NP_071751.3,AF-Q32P28-F1
1254,NM_022356.4,NP_071751.3,AF-Q32P28-F1
1256,NM_022356.4,NP_071751.3,AF-Q32P28-F1
1258,NM_022356.4,NP_071751.3,AF-Q32P28-F1
1259,NM_022356.4,NP_071751.3,AF-Q32P28-F1
1260,NM_032193.4,NP_115569.2,AF-A0A024R5B3-F1
1261,NM_032193.4,NP_115569.2,AF-A0A024R5B3-F1
1262,NM_024570.4,NP_078846.2,AF-Q5TBB1-F1
1263,NM_024570.4,NP_078846.2,AF-Q5TBB1-F1
1264,NM_194318.4,NP_919299.3,AF-Q6Y288-F1
1265,NM_194318.4,NP_919299.3,AF-Q6Y288-F1
1268,NM_194318.4,NP_919299.3,AF-Q6Y288-F1
1278,NM_173660.5,NP_775931.3,AF-Q18PE1-F1
1279,NM_173660.5,NP_775931.3,AF-Q18PE1-F1
1280,NM_173660.5,NP_775931.3,AF-Q18PE1-F1
1284,NM_017837.4,NP_060307.2,AF-Q9NUD9-F1
1285,NM_017837.4,NP_060307.2,AF-Q9NUD9-F1
1286,NM_017837.4,NP_060307.2,AF-Q9NUD9-F1
1287,NM_017837.4,NP_060307.2,AF-Q9NUD9-F1
1291,NM_018006.5,NP_060476.2,AF-O75648-F1
1293,NM_018006.5,NP_060476.2,AF-O75648-F1
1294,NM_018006.5,NP_060476.2,AF-O75648-F1
1297,NM_001042702.5,NP_001036167.1,AF-Q0ZLH3-F1
1298,NM_001042702.5,NP_001036167.1,AF-Q0ZLH3-F1
1300,NM_001042702.5,NP_001036167.1,AF-Q0ZLH3-F1
1331,NM_024685.4,NP_078961.3,AF-Q8TAM1-F1
1333,NM_025114.4,NP_079390.3,AF-O15078-F1
1335,NM_025114.4,NP_079390.3,AF-O15078-F1
1337,NM_025114.4,NP_079390.3,AF-O15078-F1
1338,NM_025114.4,NP_079390.3,AF-O15078-F1
1339,NM_025114.4,NP_079390.3,AF-O15078-F1
1342,NM_025114.4,NP_079390.3,AF-O15078-F1
1345,NM_025114.4,NP_079390.3,AF-O15078-F1
1346,NM_138959.3,NP_620409.1,AF-A0A024R0E3-F1
1349,NM_019032.6,NP_061905.2,AF-Q6UY14-F1
1355,NM_001080.3,NP_001071.1,AF-P51649-F1
1356,NM_001080.3,NP_001071.1,AF-P51649-F1
1357,NM_001080.3,NP_001071.1,AF-P51649-F1
1358,NM_001080.3,NP_001071.1,AF-P51649-F1
1359,NM_001080.3,NP_001071.1,AF-P51649-F1
1361,NM_148960.3,NP_683763.2,AF-Q8N6F1-F1
1362,NM_148960.3,NP_683763.2,AF-Q8N6F1-F1
1363,NM_148960.3,NP_683763.2,AF-Q8N6F1-F1
1367,NM_153704.6,NP_714915.3,AF-Q5HYA8-F1
1369,NM_153704.6,NP_714915.3,AF-Q5HYA8-F1
1370,NM_153704.6,NP_714915.3,AF-Q5HYA8-F1
1371,NM_153704.6,NP_714915.3,AF-Q5HYA8-F1
1372,NM_153704.6,NP_714915.3,AF-Q5HYA8-F1
1374,NM_153704.6,NP_714915.3,AF-Q5HYA8-F1
1375,NM_153704.6,NP_714915.3,AF-Q5HYA8-F1
1376,NM_153704.6,NP_714915.3,AF-Q5HYA8-F1
1378,NM_153704.6,NP_714915.3,AF-Q5HYA8-F1
1379,NM_153704.6,NP_714915.3,AF-Q5HYA8-F1
1380,NM_153704.6,NP_714915.3,AF-Q5HYA8-F1
1381,NM_153704.6,NP_714915.3,AF-Q5HYA8-F1
1382,NM_153704.6,NP_714915.3,AF-Q5HYA8-F1
1383,NM_153704.6,NP_714915.3,AF-Q5HYA8-F1
1384,NM_153704.6,NP_714915.3,AF-Q5HYA8-F1
1385,NM_153704.6,NP_714915.3,AF-Q5HYA8-F1
1386,NM_153704.6,NP_714915.3,AF-Q5HYA8-F1
1387,NM_153704.6,NP_714915.3,AF-Q5HYA8-F1
1390,NM_017777.4,NP_060247.2,AF-Q9NXB0-F1
1391,NM_017777.4,NP_060247.2,AF-Q9NXB0-F1
1395,NM_018418.5,NP_060888.2,AF-Q9P0W8-F1
1397,NM_018418.5,NP_060888.2,AF-Q9P0W8-F1
1412,NM_001041.4,NP_001032.2,AF-P14410-F1
1413,NM_001041.4,NP_001032.2,AF-P14410-F1
1414,NM_001041.4,NP_001032.2,AF-P14410-F1
1415,NM_001041.4,NP_001032.2,AF-P14410-F1
1416,NM_001041.4,NP_001032.2,AF-P14410-F1
1422,NM_015506.3,NP_056321.2,AF-Q9Y4U1-F1
1423,NM_015506.3,NP_056321.2,AF-Q9Y4U1-F1
1424,NM_015506.3,NP_056321.2,AF-Q9Y4U1-F1
1425,NM_015506.3,NP_056321.2,AF-Q9Y4U1-F1
1428,NM_001177316.2,NP_001170787.2,AF-Q8N130-F1
1429,NM_001177316.2,NP_001170787.2,AF-Q8N130-F1
1431,NM_001177316.2,NP_001170787.2,AF-Q8N130-F1
1432,NM_001177316.2,NP_001170787.2,AF-Q8N130-F1
1436,NM_001358921.2,NP_001345850.1,AF-A0A1D8H0A6-F1
1438,NM_001358921.2,NP_001345850.1,AF-A0A1D8H0A6-F1
1440,NM_001358921.2,NP_001345850.1,AF-A0A1D8H0A6-F1
1441,NM_000190.4,NP_000181.2,AF-P08397-F1
1443,NM_000190.4,NP_000181.2,AF-P08397-F1
1444,NM_000190.4,NP_000181.2,AF-P08397-F1
1445,NM_000190.4,NP_000181.2,AF-P08397-F1
1446,NM_000190.4,NP_000181.2,AF-P08397-F1
1447,NM_000190.4,NP_000181.2,AF-P08397-F1
1448,NM_000190.4,NP_000181.2,AF-P08397-F1
1449,NM_000190.4,NP_000181.2,AF-P08397-F1
1450,NM_000190.4,NP_000181.2,AF-P08397-F1
1453,NM_000190.4,NP_000181.2,AF-P08397-F1
1454,NM_000190.4,NP_000181.2,AF-P08397-F1
1455,NM_000190.4,NP_000181.2,AF-P08397-F1
1456,NM_000190.4,NP_000181.2,AF-P08397-F1
1457,NM_000190.4,NP_000181.2,AF-P08397-F1
1461,NM_000190.4,NP_000181.2,AF-P08397-F1
1462,NM_000190.4,NP_000181.2,AF-P08397-F1
1464,NM_000190.4,NP_000181.2,AF-P08397-F1
1465,NM_000190.4,NP_000181.2,AF-P08397-F1
1466,NM_000190.4,NP_000181.2,AF-P08397-F1
1467,NM_000190.4,NP_000181.2,AF-P08397-F1
1469,NM_000190.4,NP_000181.2,AF-P08397-F1
1471,NM_000190.4,NP_000181.2,AF-P08397-F1
1473,NM_000190.4,NP_000181.2,AF-P08397-F1
1474,NM_000190.4,NP_000181.2,AF-P08397-F1
1475,NM_000190.4,NP_000181.2,AF-P08397-F1
1476,NM_000190.4,NP_000181.2,AF-P08397-F1
1477,NM_000190.4,NP_000181.2,AF-P08397-F1
1478,NM_000190.4,NP_000181.2,AF-P08397-F1
1483,NM_000190.4,NP_000181.2,AF-P08397-F1
1485,NM_000190.4,NP_000181.2,AF-P08397-F1
1486,NM_000190.4,NP_000181.2,AF-P08397-F1
1488,NM_178170.3,NP_835464.1,AF-Q86SG6-F1
1490,NM_001039141.3,NP_001034230.1,AF-Q9H2D6-F1
1491,NM_001039141.3,NP_001034230.1,AF-Q9H2D6-F1
1492,NM_001039141.3,NP_001034230.1,AF-Q9H2D6-F1
1493,NM_001039141.3,NP_001034230.1,AF-Q9H2D6-F1
1494,NM_001039141.3,NP_001034230.1,AF-Q9H2D6-F1
1495,NM_001039141.3,NP_001034230.1,AF-Q9H2D6-F1
1506,NM_000298.6,NP_000289.1,AF-P30613-F1
1507,NM_000298.6,NP_000289.1,AF-P30613-F1
1509,NM_000298.6,NP_000289.1,AF-P30613-F1
1510,NM_000298.6,NP_000289.1,AF-P30613-F1
1511,NM_000298.6,NP_000289.1,AF-P30613-F1
1512,NM_000298.6,NP_000289.1,AF-P30613-F1
1513,NM_000298.6,NP_000289.1,AF-P30613-F1
1514,NM_000298.6,NP_000289.1,AF-P30613-F1
1516,NM_000298.6,NP_000289.1,AF-P30613-F1
1517,NM_000298.6,NP_000289.1,AF-P30613-F1
1519,NM_000237.3,NP_000228.1,AF-A0A1B1RVA9-F1
1524,NM_000237.3,NP_000228.1,AF-A0A1B1RVA9-F1
1525,NM_000237.3,NP_000228.1,AF-A0A1B1RVA9-F1
1526,NM_000237.3,NP_000228.1,AF-A0A1B1RVA9-F1
1527,NM_000237.3,NP_000228.1,AF-A0A1B1RVA9-F1
1528,NM_000237.3,NP_000228.1,AF-A0A1B1RVA9-F1
1531,NM_000237.3,NP_000228.1,AF-A0A1B1RVA9-F1
1532,NM_000237.3,NP_000228.1,AF-A0A1B1RVA9-F1
1533,NM_000237.3,NP_000228.1,AF-A0A1B1RVA9-F1
1535,NM_000237.3,NP_000228.1,AF-A0A1B1RVA9-F1
1536,NM_000237.3,NP_000228.1,AF-A0A1B1RVA9-F1
1537,NM_000237.3,NP_000228.1,AF-A0A1B1RVA9-F1
1539,NM_000237.3,NP_000228.1,AF-A0A1B1RVA9-F1
1540,NM_000237.3,NP_000228.1,AF-A0A1B1RVA9-F1
1541,NM_000237.3,NP_000228.1,AF-A0A1B1RVA9-F1
1542,NM_000237.3,NP_000228.1,AF-A0A1B1RVA9-F1
1543,NM_000237.3,NP_000228.1,AF-A0A1B1RVA9-F1
1544,NM_000237.3,NP_000228.1,AF-A0A1B1RVA9-F1
1545,NM_000237.3,NP_000228.1,AF-A0A1B1RVA9-F1
1546,NM_000237.3,NP_000228.1,AF-A0A1B1RVA9-F1
1547,NM_000237.3,NP_000228.1,AF-A0A1B1RVA9-F1
1548,NM_000237.3,NP_000228.1,AF-A0A1B1RVA9-F1
1551,NM_000237.3,NP_000228.1,AF-A0A1B1RVA9-F1
1553,NM_000237.3,NP_000228.1,AF-A0A1B1RVA9-F1
1554,NM_000237.3,NP_000228.1,AF-A0A1B1RVA9-F1
1556,NM_000237.3,NP_000228.1,AF-A0A1B1RVA9-F1
1557,NM_000237.3,NP_000228.1,AF-A0A1B1RVA9-F1
1560,NM_000263.4,NP_000254.2,AF-A0A140VJE4-F1
1561,NM_000263.4,NP_000254.2,AF-A0A140VJE4-F1
1562,NM_000263.4,NP_000254.2,AF-A0A140VJE4-F1
1565,NM_000263.4,NP_000254.2,AF-A0A140VJE4-F1
1566,NM_000263.4,NP_000254.2,AF-A0A140VJE4-F1
1567,NM_000263.4,NP_000254.2,AF-A0A140VJE4-F1
1568,NM_000263.4,NP_000254.2,AF-A0A140VJE4-F1
1569,NM_000263.4,NP_000254.2,AF-A0A140VJE4-F1
1570,NM_000263.4,NP_000254.2,AF-A0A140VJE4-F1
1571,NM_000263.4,NP_000254.2,AF-A0A140VJE4-F1
1572,NM_000263.4,NP_000254.2,AF-A0A140VJE4-F1
1574,NM_002150.3,NP_002141.2,AF-A0A0B4J1R4-F1
1575,NM_002150.3,NP_002141.2,AF-A0A0B4J1R4-F1
1579,NM_001281503.2,NP_001268432.1,AF-Q96PX8-F1
1594,NM_174889.5,NP_777549.1,AF-A0A0S2Z5U1-F1
1600,NM_030916.3,NP_112178.2,AF-K4PZ75-F1
1601,NM_030916.3,NP_112178.2,AF-K4PZ75-F1
1606,NM_016417.3,NP_057501.2,AF-A0A384MDT9-F1
1607,NM_024884.3,NP_079160.1,AF-Q9H9P8-F1
1609,NM_024884.3,NP_079160.1,AF-Q9H9P8-F1
1610,NM_024884.3,NP_079160.1,AF-Q9H9P8-F1
1612,NM_024884.3,NP_079160.1,AF-Q9H9P8-F1
1613,NM_014780.5,NP_055595.2,AF-Q14999-F1
1614,NM_014780.5,NP_055595.2,AF-Q14999-F1
1619,NM_014780.5,NP_055595.2,AF-Q14999-F1
1622,NM_000018.4,NP_000009.1,AF-P49748-F1
1623,NM_000018.4,NP_000009.1,AF-P49748-F1
1628,NM_000018.4,NP_000009.1,AF-P49748-F1
1632,NM_000018.4,NP_000009.1,AF-P49748-F1
1633,NM_000018.4,NP_000009.1,AF-P49748-F1
1634,NM_000018.4,NP_000009.1,AF-P49748-F1
1639,NM_000382.3,NP_000373.1,AF-P51648-F1
1640,NM_000382.3,NP_000373.1,AF-P51648-F1
1643,NM_000382.3,NP_000373.1,AF-P51648-F1
1644,NM_000382.3,NP_000373.1,AF-P51648-F1
1651,NM_018105.3,NP_060575.1,AF-Q9NVV9-F1
1653,NM_014043.4,NP_054762.2,AF-B2RE76-F1
1654,NM_014043.4,NP_054762.2,AF-B2RE76-F1
1655,NM_014043.4,NP_054762.2,AF-B2RE76-F1
1658,NM_000785.4,NP_000776.1,AF-O15528-F1
1659,NM_000785.4,NP_000776.1,AF-O15528-F1
1660,NM_000785.4,NP_000776.1,AF-O15528-F1
1666,NM_000785.4,NP_000776.1,AF-O15528-F1
1667,NM_000785.4,NP_000776.1,AF-O15528-F1
1668,NM_000785.4,NP_000776.1,AF-O15528-F1
1669,NM_000785.4,NP_000776.1,AF-O15528-F1
1671,NM_000785.4,NP_000776.1,AF-O15528-F1
1672,NM_000785.4,NP_000776.1,AF-O15528-F1
1673,NM_000785.4,NP_000776.1,AF-O15528-F1
1674,NM_000785.4,NP_000776.1,AF-O15528-F1
1676,NM_005908.4,NP_005899.3,AF-O00462-F1
1678,NM_005908.4,NP_005899.3,AF-O00462-F1
1679,NM_005908.4,NP_005899.3,AF-O00462-F1
1680,NM_005908.4,NP_005899.3,AF-O00462-F1
1681,NM_005908.4,NP_005899.3,AF-O00462-F1
1682,NM_005908.4,NP_005899.3,AF-O00462-F1
1684,NM_000528.4,NP_000519.2,AF-O00754-F1
1685,NM_000528.4,NP_000519.2,AF-O00754-F1
1686,NM_000528.4,NP_000519.2,AF-O00754-F1
1687,NM_000528.4,NP_000519.2,AF-O00754-F1
1693,NM_015965.7,NP_057049.5,AF-Q9P0J0-F1
1695,NM_182548.4,NP_872354.1,AF-Q8TAF8-F1
1697,NM_182548.4,NP_872354.1,AF-Q8TAF8-F1
1698,NM_015040.4,NP_055855.2,AF-Q9Y2I7-F1
1699,NM_015040.4,NP_055855.2,AF-Q9Y2I7-F1
1700,NM_000124.4,NP_000115.1,AF-Q03468-F1
1701,NM_000124.4,NP_000115.1,AF-Q03468-F1
1703,NM_000124.4,NP_000115.1,AF-Q03468-F1
1708,NM_000124.4,NP_000115.1,AF-Q03468-F1
1711,NM_000124.4,NP_000115.1,AF-Q03468-F1
1712,NM_000124.4,NP_000115.1,AF-Q03468-F1
1713,NM_000124.4,NP_000115.1,AF-Q03468-F1
1715,NM_000082.4,NP_000073.1,AF-Q13216-F1
1716,NM_000082.4,NP_000073.1,AF-Q13216-F1
1723,NM_014845.6,NP_055660.1,AF-Q92562-F1
1728,NM_014845.6,NP_055660.1,AF-Q92562-F1
1733,NM_015634.4,NP_056449.1,AF-Q96EK5-F1
1734,NM_015634.4,NP_056449.1,AF-Q96EK5-F1
1735,NM_001017420.3,NP_001017420.1,AF-Q56NI9-F1
1736,NM_001017420.3,NP_001017420.1,AF-Q56NI9-F1
1739,NM_001017420.3,NP_001017420.1,AF-Q56NI9-F1
1740,NM_001017420.3,NP_001017420.1,AF-Q56NI9-F1
1745,NM_005142.3,NP_005133.2,AF-P27352-F1
1753,NM_000251.3,NP_000242.1,AF-P43246-F1
1755,NM_000251.3,NP_000242.1,AF-P43246-F1
1756,NM_000251.3,NP_000242.1,AF-P43246-F1
1758,NM_000251.3,NP_000242.1,AF-P43246-F1
1759,NM_000251.3,NP_000242.1,AF-P43246-F1
1764,NM_000251.3,NP_000242.1,AF-P43246-F1
1775,NM_001191061.2,NP_001177990.1,AF-Q9H936-F1
1776,NM_001191061.2,NP_001177990.1,AF-Q9H936-F1
1780,NM_000102.4,NP_000093.1,AF-P05093-F1
1782,NM_000102.4,NP_000093.1,AF-P05093-F1
1783,NM_000102.4,NP_000093.1,AF-P05093-F1
1785,NM_000102.4,NP_000093.1,AF-P05093-F1
1786,NM_000102.4,NP_000093.1,AF-P05093-F1
